Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,-9999
2008,Derry Scherhant,de GER,FW,Hertha BSC,de Bundesliga,20-054,2002,2,0,40,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,93cba339
2009,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,26-344,1996,11,10,858,9.5,2,0,2,0,0,0,0,0.21,0.00,0.21,0.21,0.21,3.9,3.9,0.5,4.4,0.41,0.05,0.46,0.41,0.46,5d4f7d61
2010,Kingsley Schindler,de GER,DFMF,Köln,de Bundesliga,29-175,1993,14,3,489,5.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.06,0.06,0.00,0.06,bd527260
2011,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,25-097,1997,11,9,828,9.2,1,0,1,0,0,0,0,0.11,0.00,0.11,0.11,0.11,0.2,0.2,0.2,0.4,0.03,0.02,0.05,0.03,0.05,8f056768
2012,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,25-250,1997,2,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,f6bdc830
2013,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,23-033,1999,15,15,1284,14.3,1,2,1,0,0,3,0,0.07,0.14,0.21,0.07,0.21,0.4,0.4,0.3,0.7,0.03,0.02,0.05,0.03,0.05,34e12499
2014,Jeffrey Schlupp,gh GHA,MF,Crystal Palace,eng Premier League,30-011,1992,16,14,1266,14.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.5,1.5,0.07,0.03,0.10,0.07,0.10,3312f911
2015,Kasper Schmeichel,dk DEN,GK,Nice,fr Ligue 1,36-059,1986,15,15,1350,15.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,53af52f3
2016,Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,22-341,2000,14,10,932,10.4,0,2,0,0,0,1,0,0.00,0.19,0.19,0.00,0.19,0.4,0.4,0.9,1.3,0.04,0.08,0.12,0.04,0.12,220ace7e
2017,Niklas Schmidt,de GER,MF,Werder Bremen,de Bundesliga,24-308,1998,7,1,206,2.3,1,0,1,0,0,0,0,0.44,0.00,0.44,0.44,0.44,0.5,0.5,0.2,0.7,0.22,0.10,0.32,0.22,0.32,b9ae8560
2018,Benno Schmitz,de GER,DF,Köln,de Bundesliga,28-047,1994,14,13,1033,11.5,1,0,1,0,0,0,0,0.09,0.00,0.09,0.09,0.09,0.1,0.1,1.3,1.5,0.01,0.11,0.13,0.01,0.13,ad00b1a8
2019,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,25-356,1997,11,10,853,9.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.3,0.01,0.02,0.03,0.01,0.03,2cfae697
2020,Perr Schuurs,nl NED,DF,Torino,it Serie A,23-038,1999,10,9,705,7.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,e613313c
2021,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,27-253,1995,15,15,1350,15.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,87436846
2022,Alexander Schwolow,de GER,GK,Schalke 04,de Bundesliga,30-215,1992,15,15,1350,15.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.00,0.01,0.01,0.01,0d55d942
2023,Demba Seck,sn SEN,MFFW,Torino,it Serie A,21-327,2001,6,3,223,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.10,0.02,0.12,0.10,0.12,16463a79
2024,Jacopo Segre,it ITA,DF,Torino,it Serie A,25-320,1997,1,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,3cb132e6
2025,Paul Seguin,de GER,MF,Union Berlin,de Bundesliga,27-280,1995,8,2,260,2.9,0,2,0,0,0,1,0,0.00,0.69,0.69,0.00,0.69,0.1,0.1,0.9,1.0,0.02,0.32,0.35,0.02,0.35,8872ed17
2026,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,22-213,2000,16,16,1393,15.5,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.02,0.03,0.01,0.03,cea59f02
2027,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,27-348,1995,13,3,282,3.1,1,1,0,1,1,1,0,0.32,0.32,0.64,0.00,0.32,1.2,0.4,0.9,1.3,0.39,0.28,0.66,0.14,0.41,1238a3f9
2028,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,30-311,1992,17,17,1530,17.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,834b5c4c
2029,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,29-048,1993,15,10,829,9.2,0,1,0,0,0,4,1,0.00,0.11,0.11,0.00,0.11,0.0,0.0,0.2,0.3,0.01,0.03,0.03,0.01,0.03,d04b94db
2030,Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,21-340,2001,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,1d383c10
2031,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,25-238,1997,14,13,1119,12.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.01,0.02,0.01,0.02,35141f4c
2032,Stefano Sensi,it ITA,MF,Monza,it Serie A,27-151,1995,13,12,934,10.4,2,0,2,0,0,4,0,0.19,0.00,0.19,0.19,0.19,0.7,0.7,1.0,1.7,0.06,0.10,0.16,0.06,0.16,b70bde8f
2033,Jaime Seoane,es ESP,MF,Getafe,es La Liga,25-346,1997,10,2,280,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.03,0.06,0.09,0.03,0.09,a62b4888
2034,Luigi Sepe,it ITA,GK,Salernitana,it Serie A,31-240,1991,15,15,1350,15.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,343f753a
2035,Suat Serdar,de GER,MF,Hertha BSC,de Bundesliga,25-267,1997,14,13,967,10.7,3,0,3,0,0,4,0,0.28,0.00,0.28,0.28,0.28,1.2,1.2,0.5,1.7,0.11,0.04,0.15,0.11,0.15,b3325a30
2036,Leonardo Sernicola,it ITA,DF,Cremonese,it Serie A,25-157,1997,12,10,905,10.1,1,1,1,0,0,4,0,0.10,0.10,0.20,0.10,0.20,0.8,0.8,0.5,1.4,0.08,0.05,0.14,0.08,0.14,dd7febd8
2037,Ryan Sessegnon,eng ENG,DF,Tottenham,eng Premier League,22-230,2000,13,8,690,7.7,2,0,2,0,0,3,0,0.26,0.00,0.26,0.26,0.26,1.4,1.4,0.7,2.1,0.18,0.09,0.27,0.18,0.27,6aa3e78b
2038,Stephan El Shaarawy,it ITA,DFMF,Roma,it Serie A,30-068,1992,10,1,345,3.8,1,0,1,0,0,0,0,0.26,0.00,0.26,0.26,0.26,1.7,1.7,0.5,2.2,0.45,0.13,0.58,0.45,0.58,d3aaad90
2039,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,27-175,1995,12,11,963,10.7,0,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.2,0.2,1.4,1.6,0.02,0.13,0.15,0.02,0.15,9c94165b
2040,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,30-310,1992,3,0,37,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,3727dd3c
2041,Eldor Shomurodov,uz UZB,FW,Roma,it Serie A,27-188,1995,6,1,119,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.45,0.00,0.45,0.45,0.45,57469b2d
2042,Kiliann Sildillia,fr FRA,DF,Freiburg,de Bundesliga,20-232,2002,14,13,1159,12.9,0,2,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,0.5,0.5,0.5,1.0,0.03,0.04,0.08,0.03,0.08,313254a3
2043,André Silva,pt POR,FW,RB Leipzig,de Bundesliga,27-058,1995,15,9,795,8.8,2,1,2,0,0,1,0,0.23,0.11,0.34,0.23,0.34,3.3,3.3,1.3,4.7,0.38,0.15,0.53,0.38,0.53,3effaa34
2044,Bernardo Silva,pt POR,MFFW,Manchester City,eng Premier League,28-146,1994,15,13,1154,12.8,2,5,2,0,0,2,0,0.16,0.39,0.55,0.16,0.55,1.3,1.3,2.0,3.3,0.10,0.16,0.26,0.10,0.26,3eb22ec9
2045,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,25-156,1997,14,13,1172,13.0,1,5,1,0,0,2,0,0.08,0.38,0.46,0.08,0.46,0.4,0.4,2.6,3.0,0.03,0.20,0.23,0.03,0.23,30af8b93
2046,David Silva,es ESP,MF,Real Sociedad,es La Liga,36-360,1986,13,12,896,10.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.6,1.6,1.3,2.9,0.16,0.13,0.29,0.16,0.29,e2716bd0
2047,Rui Silva,pt POR,GK,Betis,es La Liga,28-330,1994,13,13,1170,13.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,ea83bfa6
2048,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,38-103,1984,14,13,1254,13.9,0,2,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,0.5,0.5,0.4,0.8,0.03,0.03,0.06,0.03,0.06,86e7deaf
2049,Marco Silvestri,it ITA,GK,Udinese,it Serie A,31-307,1991,15,15,1350,15.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0d422df7
2050,Abdallah Sima,sn SEN,FW,Angers,fr Ligue 1,21-200,2001,14,8,735,8.2,1,0,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12,1.9,1.9,1.2,3.1,0.23,0.15,0.38,0.23,0.38,fdbde523
2051,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,22-245,2000,10,9,669,7.4,1,1,1,0,0,0,0,0.13,0.13,0.27,0.13,0.27,1.0,1.0,0.3,1.3,0.14,0.03,0.17,0.14,0.17,fcb27134
2052,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,27-182,1995,8,0,148,1.6,2,0,2,0,0,1,0,1.22,0.00,1.22,1.22,1.22,0.4,0.4,0.4,0.8,0.27,0.24,0.51,0.27,0.51,343c0d52
2053,Eduardo Simões,pt POR,DF,Hoffenheim,de Bundesliga,20-307,2002,4,1,88,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,7ec723b7
2054,Moses Simon,ng NGA,FWMF,Nantes,fr Ligue 1,27-175,1995,15,15,1243,13.8,5,2,4,1,1,1,0,0.36,0.14,0.51,0.29,0.43,3.6,2.7,2.5,5.2,0.26,0.18,0.45,0.19,0.38,5f3eaaf5
2055,Unai Simón,es ESP,GK,Athletic Club,es La Liga,25-206,1997,15,15,1350,15.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,5dcf3e90
2056,Lassine Sinayoko,ml MLI,MFFW,Auxerre,fr Ligue 1,23-026,1999,16,12,1024,11.4,0,2,0,0,0,2,1,0.00,0.18,0.18,0.00,0.18,1.9,1.9,1.3,3.2,0.16,0.11,0.28,0.16,0.28,5e5249c8
2057,Wilfried Singo,ci CIV,DF,Torino,it Serie A,22-009,2000,11,8,748,8.3,0,1,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,0.5,0.5,0.5,1.1,0.06,0.06,0.13,0.06,0.13,8b609c34
2058,Luis Sinisterra,co COL,FW,Leeds United,eng Premier League,23-200,1999,9,6,453,5.0,2,0,2,0,0,3,1,0.40,0.00,0.40,0.40,0.40,1.5,1.5,0.2,1.7,0.29,0.04,0.34,0.29,0.34,8e16dd48
2059,Daley Sinkgraven,nl NED,DFFW,Leverkusen,de Bundesliga,27-183,1995,5,2,177,2.0,0,1,0,0,0,0,0,0.00,0.51,0.51,0.00,0.51,0.1,0.1,0.7,0.8,0.06,0.36,0.42,0.06,0.42,73000a79
2060,Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,34-287,1988,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0d8a37c2
2061,Hugo Siquet,be BEL,DF,Freiburg,de Bundesliga,20-178,2002,2,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,c6cf860f
2062,Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,25-068,1997,7,3,246,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.3,0.06,0.06,0.12,0.06,0.12,0f8418aa
2063,Moussa Sissoko,fr FRA,MF,Nantes,fr Ligue 1,33-140,1989,11,9,800,8.9,1,0,1,0,0,2,0,0.11,0.00,0.11,0.11,0.11,1.5,1.5,0.5,2.0,0.17,0.06,0.22,0.17,0.22,2acd49b9
2064,Tim Skarke,de GER,DFMF,Union Berlin,de Bundesliga,26-118,1996,3,0,53,0.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.39,0.02,0.41,0.39,0.41,65857fdf
2065,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,27-238,1995,14,14,1260,14.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.6,1.6,0.9,2.5,0.11,0.06,0.18,0.11,0.18,c2211709
2066,Oliver Skipp,eng ENG,MF,Tottenham,eng Premier League,22-109,2000,7,2,133,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.04,0.17,0.20,0.04,0.20,6250083a
2067,Leo Skiri Østigård,no NOR,DF,Napoli,it Serie A,23-036,1999,4,2,220,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,b35a7399
2068,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,31-243,1991,15,15,1350,15.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,ab4449d6
2069,Robert Skov,dk DEN,DF,Hoffenheim,de Bundesliga,26-228,1996,14,12,934,10.4,3,1,1,2,2,1,0,0.29,0.10,0.39,0.10,0.19,3.0,1.4,1.5,2.9,0.29,0.14,0.43,0.14,0.28,ff98492b
2070,Milan Škriniar,sk SVK,DF,Inter,it Serie A,27-326,1995,15,14,1280,14.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.9,0.05,0.01,0.06,0.05,0.06,30f5ffa9
2071,Islam Slimani,dz ALG,FW,Brest,fr Ligue 1,34-199,1988,13,11,924,10.3,1,1,1,0,1,5,0,0.10,0.10,0.19,0.10,0.19,2.5,1.7,1.2,2.9,0.24,0.11,0.36,0.17,0.28,ffec9769
2072,Chris Smalling,eng ENG,DF,Roma,it Serie A,33-042,1989,15,14,1323,14.7,3,0,3,0,0,3,0,0.20,0.00,0.20,0.20,0.20,1.1,1.1,0.0,1.1,0.07,0.00,0.08,0.07,0.08,b6964eb6
2073,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,31-249,1991,17,17,1485,16.5,0,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,0.4,0.4,0.4,0.8,0.02,0.03,0.05,0.02,0.05,20b104bc
2074,Emile Smith Rowe,eng ENG,MFFW,Arsenal,eng Premier League,22-159,2000,4,0,51,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.16,0.50,0.66,0.16,0.66,17695062
2075,Hrvoje Smolčić,hr CRO,DFMF,Eint Frankfurt,de Bundesliga,22-139,2000,5,0,111,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,c967f6b8
2076,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,31-125,1991,2,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,839c14e1
2077,Danilo Soares,br BRA,DF,Bochum,de Bundesliga,31-066,1991,10,10,824,9.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,c05f2f8c
2078,Rubén Sobrino,es ESP,MFFW,Cádiz,es La Liga,30-216,1992,12,10,889,9.9,1,0,1,0,0,3,0,0.10,0.00,0.10,0.10,0.10,2.1,2.1,0.4,2.5,0.21,0.04,0.25,0.21,0.25,19b776e9
2079,Alex Sola,es ESP,DF,Real Sociedad,es La Liga,23-208,1999,5,3,275,3.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.01,0.04,0.03,0.04,5fa714d5
2080,Dominic Solanke,eng ENG,FWMF,Bournemouth,eng Premier League,25-111,1997,15,14,1251,13.9,3,3,3,0,0,1,0,0.22,0.22,0.43,0.22,0.43,2.8,2.8,1.1,3.9,0.20,0.08,0.28,0.20,0.28,e77dc3b2
2081,Augusto Solari,ar ARG,MFFW,Celta Vigo,es La Liga,31-000,1992,6,2,187,2.1,0,1,0,0,0,0,0,0.00,0.48,0.48,0.00,0.48,0.1,0.1,0.2,0.3,0.04,0.09,0.12,0.04,0.12,3ca6106c
2082,Nikola Soldo,hr CRO,DF,Köln,de Bundesliga,21-343,2001,5,4,413,4.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.7,0.14,0.00,0.15,0.14,0.15,4f627629
2083,Carlos Soler,es ESP,MF,Valencia,es La Liga,26-001,1997,3,3,242,2.7,1,0,0,1,1,0,0,0.37,0.00,0.37,0.00,0.00,0.9,0.2,0.2,0.4,0.35,0.08,0.43,0.06,0.14,fed17f5a
2084,Carlos Soler,es ESP,MF,Paris S-G,fr Ligue 1,26-001,1997,9,5,380,4.2,2,1,2,0,0,0,0,0.47,0.24,0.71,0.47,0.71,0.9,0.9,0.9,1.9,0.22,0.22,0.44,0.22,0.44,fed17f5a
2085,François-Joseph Sollacaro,fr FRA,GK,Ajaccio,fr Ligue 1,28-288,1994,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,f19f32b1
2086,Manor Solomon,il ISR,FW,Fulham,eng Premier League,23-163,1999,1,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,886f9aac
2087,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,34-017,1988,10,10,900,10.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,420c18a1
2088,Brandon Soppy,fr FRA,DF,Udinese,it Serie A,20-316,2002,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.07,0.19,0.27,0.07,0.27,28f66c2e
2089,Brandon Soppy,fr FRA,DF,Atalanta,it Serie A,20-316,2002,10,7,523,5.8,0,3,0,0,0,2,0,0.00,0.52,0.52,0.00,0.52,0.2,0.2,1.2,1.5,0.04,0.21,0.25,0.04,0.25,28f66c2e
2090,David Soria,es ESP,GK,Getafe,es La Liga,29-274,1993,15,15,1350,15.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,8f8c6934
2091,Roberto Soriano,it ITA,MFFW,Bologna,it Serie A,31-329,1991,14,6,639,7.1,0,3,0,0,0,0,0,0.00,0.42,0.42,0.00,0.42,0.3,0.3,1.6,1.9,0.04,0.23,0.27,0.04,0.27,9d4c45d6
2092,Borna Sosa,hr CRO,DFMF,Stuttgart,de Bundesliga,24-347,1998,12,10,877,9.7,0,5,0,0,0,4,0,0.00,0.51,0.51,0.00,0.51,0.5,0.5,3.2,3.7,0.05,0.33,0.37,0.05,0.37,af0d79a9
2093,Joaquin Sosa,uy URU,DF,Bologna,it Serie A,20-358,2002,4,1,160,1.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,50841bef
2094,Florian Sotoca,fr FRA,MFFW,Lens,fr Ligue 1,32-070,1990,17,16,1414,15.7,6,5,5,1,3,3,0,0.38,0.32,0.70,0.32,0.64,6.4,4.1,4.6,8.6,0.41,0.29,0.70,0.26,0.55,7a42d0df
2095,Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,23-214,1999,7,5,432,4.8,0,2,0,0,0,1,0,0.00,0.42,0.42,0.00,0.42,0.6,0.6,0.9,1.5,0.12,0.19,0.31,0.12,0.31,94816803
2096,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,27-310,1995,17,16,1393,15.5,1,1,1,0,0,1,0,0.06,0.06,0.13,0.06,0.13,2.5,2.5,0.7,3.2,0.16,0.05,0.21,0.16,0.21,6613c819
2097,Matìas Soulé,ar ARG,MFFW,Juventus,it Serie A,19-263,2003,5,1,120,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.07,0.20,0.27,0.07,0.27,c13ddd3e
2098,Adama Soumaoro,fr FRA,DF,Bologna,it Serie A,30-199,1992,10,9,782,8.7,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.04,0.00,0.04,0.04,0.04,7b075c75
2099,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,23-310,1999,13,11,829,9.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,ae59b359
2100,Arnaud Souquet,fr FRA,DFFW,Montpellier,fr Ligue 1,30-325,1992,12,3,361,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.01,0.13,0.15,0.01,0.15,4e0afc5d
2101,Dyego Sousa,pt POR,FW,Almería,es La Liga,33-111,1989,11,2,308,3.4,0,1,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29,0.4,0.4,0.8,1.3,0.13,0.25,0.38,0.13,0.38,e4738e91
2102,Vinicius Souza,br BRA,MF,Espanyol,es La Liga,23-200,1999,15,15,1267,14.1,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04,6a8a7af8
2103,Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,25-331,1997,15,13,1170,13.0,2,0,2,0,0,4,0,0.15,0.00,0.15,0.15,0.15,0.7,0.7,0.6,1.3,0.05,0.05,0.10,0.05,0.10,4c6facae
2104,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,26-225,1996,1,1,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,21166ff4
2105,Kevin Spadanuda,ch SUI,MFFW,Ajaccio,fr Ligue 1,25-352,1997,10,6,461,5.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.02,0.04,0.02,0.04,a45a5d95
2106,Djed Spence,eng ENG,FWDF,Tottenham,eng Premier League,22-147,2000,4,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.83,0.00,0.83,0.83,0.83,9bc9a519
2107,Stijn Spierings,nl NED,MF,Toulouse,fr Ligue 1,26-297,1996,17,17,1530,17.0,2,0,2,0,0,2,0,0.12,0.00,0.12,0.12,0.12,1.5,1.5,0.6,2.1,0.09,0.03,0.12,0.09,0.12,a08985b8
2108,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,29-284,1993,11,8,737,8.2,0,1,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12,0.2,0.2,0.6,0.8,0.02,0.08,0.10,0.02,0.10,3626daea
2109,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,30-238,1992,6,5,533,5.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,ac4003af
2110,Jack Stacey,eng ENG,DF,Bournemouth,eng Premier League,26-272,1996,7,2,179,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,558807c0
2111,Anton Stach,de GER,MF,Mainz 05,de Bundesliga,24-049,1998,13,12,1011,11.2,1,3,1,0,0,3,0,0.09,0.27,0.36,0.09,0.36,1.3,1.3,1.7,2.9,0.11,0.15,0.26,0.11,0.26,0f59a7bf
2112,Kostas Stafylidis,gr GRE,MFDF,Bochum,de Bundesliga,29-032,1993,8,4,372,4.1,0,2,0,0,0,2,0,0.00,0.48,0.48,0.00,0.48,0.1,0.1,0.3,0.4,0.02,0.07,0.09,0.02,0.09,861e0116
2113,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,26-056,1996,14,6,562,6.2,0,1,0,0,0,0,0,0.00,0.16,0.16,0.00,0.16,0.4,0.4,0.3,0.7,0.07,0.05,0.12,0.07,0.12,1fffae99
2114,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,22-276,2000,6,0,148,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,7ed08d5c
2115,Junior Stanislas,eng ENG,MF,Bournemouth,eng Premier League,33-038,1989,4,0,61,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.05,0.19,0.25,0.05,0.25,6992791d
