Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,-9999
2116,Jay Stansfield,eng ENG,FW,Fulham,eng Premier League,20-040,2002,3,1,87,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.3,0.26,0.09,0.35,0.26,0.35,b2626673
2117,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,27-264,1995,10,6,644,7.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.03,0.05,0.01,0.05,aad48be9
2118,Calvin Stengs,nl NED,FW,Nice,fr Ligue 1,24-016,1998,4,3,212,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.12,0.05,0.17,0.12,0.17,8f7e6783
2119,Pascal Stenzel,de GER,DFMF,Stuttgart,de Bundesliga,26-289,1996,9,2,228,2.5,0,1,0,0,0,0,0,0.00,0.39,0.39,0.00,0.39,0.0,0.0,0.2,0.2,0.02,0.07,0.09,0.02,0.09,99f7e9aa
2120,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,28-341,1994,2,0,46,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,6adbc307
2121,Jack Stephens,eng ENG,DF,Bournemouth,eng Premier League,28-341,1994,3,1,93,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.13,0.13,0.00,0.13,6adbc307
2122,Raheem Sterling,eng ENG,FWMF,Chelsea,eng Premier League,28-026,1994,14,13,1108,12.3,4,2,4,0,0,3,0,0.32,0.16,0.49,0.32,0.49,3.4,3.4,2.9,6.3,0.27,0.24,0.51,0.27,0.51,b400bde0
2123,Angelo Stiller,de GER,MF,Hoffenheim,de Bundesliga,21-274,2001,10,1,241,2.7,0,1,0,0,0,0,0,0.00,0.37,0.37,0.00,0.37,0.1,0.1,0.5,0.6,0.03,0.17,0.20,0.03,0.20,3b1ed320
2124,Lars Stindl,de GER,FWMF,M'Gladbach,de Bundesliga,34-130,1988,11,8,680,7.6,1,5,1,0,0,4,0,0.13,0.66,0.79,0.13,0.79,0.9,0.9,3.3,4.2,0.12,0.44,0.56,0.12,0.56,7cd6badb
2125,Kevin Stöger,at AUT,MF,Bochum,de Bundesliga,29-129,1993,14,13,1203,13.4,1,1,1,0,0,1,0,0.07,0.07,0.15,0.07,0.15,0.8,0.8,3.1,3.9,0.06,0.23,0.29,0.06,0.29,e5649a78
2126,Petar Stojanović,si SVN,DF,Empoli,it Serie A,27-088,1995,12,11,947,10.5,0,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.2,0.2,0.5,0.6,0.02,0.04,0.06,0.02,0.06,13b44b02
2127,John Stones,eng ENG,DF,Manchester City,eng Premier League,28-220,1994,11,10,911,10.1,0,2,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,0.6,0.6,1.3,1.9,0.06,0.13,0.18,0.06,0.18,5eecec3d
2128,Jørgen Strand Larsen,no NOR,FW,Celta Vigo,es La Liga,22-331,2000,11,10,754,8.4,0,2,0,0,0,3,0,0.00,0.24,0.24,0.00,0.24,2.7,2.7,1.2,3.9,0.32,0.14,0.46,0.32,0.46,f553b2b3
2129,Gabriel Strefezza,br BRA,FWMF,Lecce,it Serie A,25-260,1997,13,11,889,9.9,4,0,3,1,1,2,0,0.40,0.00,0.40,0.30,0.30,1.8,1.0,0.7,1.7,0.18,0.07,0.25,0.10,0.17,674cfc5a
2130,Dávid Strelec,sk SVK,FW,Spezia,it Serie A,21-274,2001,7,1,169,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.28,0.05,0.33,0.28,0.33,2cb9486d
2131,Pascal Struijk,nl NED,DF,Leeds United,eng Premier League,23-145,1999,15,15,1344,14.9,2,1,2,0,0,3,0,0.13,0.07,0.20,0.13,0.20,1.0,1.0,2.3,3.3,0.07,0.16,0.22,0.07,0.22,f4d296e4
2132,Cristhian Stuani,uy URU,FW,Girona,es La Liga,36-083,1986,11,3,431,4.8,4,0,1,3,4,3,0,0.84,0.00,0.84,0.21,0.21,4.9,1.7,0.4,2.1,1.02,0.08,1.10,0.36,0.44,220c11f1
2133,Damián Suárez,uy URU,DF,Getafe,es La Liga,34-251,1988,8,8,623,6.9,1,0,1,0,0,2,0,0.14,0.00,0.14,0.14,0.14,0.3,0.3,0.9,1.2,0.04,0.13,0.17,0.04,0.17,ba5004e1
2134,Mario Suárez,es ESP,DFMF,Rayo Vallecano,es La Liga,35-313,1987,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,7106f0a0
2135,Isaac Success,ng NGA,FW,Udinese,it Serie A,26-361,1996,15,8,760,8.4,0,3,0,0,0,2,0,0.00,0.36,0.36,0.00,0.36,0.7,0.7,1.6,2.3,0.08,0.19,0.27,0.08,0.27,f573a8bf
2136,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,27-122,1995,12,9,787,8.7,1,1,1,0,0,1,0,0.11,0.11,0.23,0.11,0.23,0.9,0.9,0.5,1.4,0.11,0.06,0.16,0.11,0.16,e33c06cf
2137,Ibrahim Sulemana,gh GHA,MF,Hellas Verona,it Serie A,19-226,2003,5,1,144,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.13,0.12,0.25,0.13,0.25,230c3f3a
2138,Kamaldeen Sulemana,gh GHA,FWMF,Rennes,fr Ligue 1,20-322,2002,12,2,279,3.1,1,0,1,0,0,1,0,0.32,0.00,0.32,0.32,0.32,1.1,1.1,0.4,1.5,0.35,0.13,0.48,0.35,0.48,a62f8bf1
2139,Crysencio Summerville,nl NED,FWMF,Leeds United,eng Premier League,21-065,2001,11,4,494,5.5,4,0,4,0,0,1,0,0.73,0.00,0.73,0.73,0.73,1.5,1.5,0.3,1.8,0.28,0.05,0.32,0.28,0.32,df04eb4b
2140,Ivan Šunjić,hr CRO,MF,Hertha BSC,de Bundesliga,26-086,1996,13,10,843,9.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.07,0.02,0.08,0.07,0.08,e18098de
2141,Sam Surridge,eng ENG,FW,Nott'ham Forest,eng Premier League,24-159,1998,10,1,174,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.4,0.20,0.03,0.23,0.20,0.23,b017b770
2142,Suso,es ESP,FWMF,Sevilla,es La Liga,29-045,1993,5,0,112,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.3,0.11,0.11,0.22,0.11,0.22,4e219ad2
2143,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,23-363,1999,14,7,627,7.0,0,2,0,0,0,2,0,0.00,0.29,0.29,0.00,0.29,0.4,0.4,2.0,2.4,0.06,0.28,0.34,0.06,0.34,92d83c27
2144,Williot Swedberg,se SWE,MF,Celta Vigo,es La Liga,18-336,2004,1,0,34,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,184fe4b2
2145,Issiaga Sylla,gn GUI,DF,Toulouse,fr Ligue 1,29-002,1994,15,14,1211,13.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.9,0.03,0.03,0.06,0.03,0.06,b99bec05
2146,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,32-260,1990,9,9,762,8.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,01b8a2b2
2147,Dominik Szoboszlai,hu HUN,MFFW,RB Leipzig,de Bundesliga,22-070,2000,13,11,946,10.5,1,7,1,0,0,0,1,0.10,0.67,0.76,0.10,0.76,1.3,1.3,4.4,5.7,0.13,0.42,0.55,0.13,0.55,934e1968
2148,Alexander Sørloth,no NOR,FW,Real Sociedad,es La Liga,27-029,1995,11,11,906,10.1,5,1,5,0,0,1,0,0.50,0.10,0.60,0.50,0.60,5.2,5.2,0.9,6.1,0.52,0.09,0.61,0.52,0.61,e92cd3f7
2149,Alexander Sørloth,no NOR,FW,RB Leipzig,de Bundesliga,27-029,1995,1,0,6,0.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,e92cd3f7
2150,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,30-125,1992,15,15,1327,14.7,1,2,1,0,0,2,0,0.07,0.14,0.20,0.07,0.20,1.3,1.3,1.8,3.1,0.09,0.12,0.21,0.09,0.21,f0661424
2151,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,26-326,1996,15,14,1221,13.6,1,0,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,0.9,0.9,0.4,1.3,0.07,0.03,0.10,0.07,0.10,bd142efb
2152,Benjamin Tahirovic,se SWE,MF,Roma,it Serie A,19-306,2003,1,0,22,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.17,0.17,0.00,0.17,eb3022c3
2153,Waniss Taibi,fr FRA,MF,Angers,fr Ligue 1,20-302,2002,7,1,137,1.5,0,1,0,0,0,1,0,0.00,0.66,0.66,0.00,0.66,0.3,0.3,0.1,0.4,0.21,0.04,0.25,0.21,0.25,95192fe4
2154,Flavien Tait,fr FRA,MF,Rennes,fr Ligue 1,29-335,1993,17,13,1125,12.5,1,1,1,0,0,2,0,0.08,0.08,0.16,0.08,0.16,1.2,1.2,1.3,2.5,0.10,0.11,0.20,0.10,0.20,a0f9b535
2155,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,24-222,1998,17,17,1530,17.0,0,1,0,0,0,0,0,0.00,0.06,0.06,0.00,0.06,0.1,0.1,0.2,0.3,0.01,0.01,0.02,0.01,0.02,a4a44eb0
2156,Adrien Tameze,cm CMR,MFDF,Hellas Verona,it Serie A,28-333,1994,14,12,1061,11.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.4,1.1,0.06,0.04,0.09,0.06,0.09,8da74c05
2157,Japhet Tanganga,eng ENG,DF,Tottenham,eng Premier League,23-278,1999,1,1,66,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,e9971f2d
2158,Renato Tapia,pe PER,MF,Celta Vigo,es La Liga,27-159,1995,11,7,638,7.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.7,0.8,0.01,0.10,0.11,0.01,0.11,34269bdf
2159,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,23-335,1999,15,15,1312,14.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.8,1.1,0.02,0.06,0.08,0.02,0.08,a73c8f95
2160,Florian Tardieu,fr FRA,MF,Troyes,fr Ligue 1,30-256,1992,12,10,895,9.9,3,0,0,3,3,2,0,0.30,0.00,0.30,0.00,0.00,2.8,0.5,1.0,1.5,0.28,0.10,0.39,0.05,0.15,ed39121c
2161,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,27-107,1995,10,4,426,4.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.07,0.07,0.00,0.07,e514ab62
2162,James Tarkowski,eng ENG,DF,Everton,eng Premier League,30-045,1992,17,17,1530,17.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,1.1,1.9,0.05,0.06,0.11,0.05,0.11,15ea812b
2163,Ciprian Tătărușanu,ro ROU,GK,Milan,it Serie A,36-328,1986,8,8,720,8.0,0,1,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12,0.0,0.0,0.5,0.5,0.00,0.07,0.07,0.00,0.07,b056e3da
2164,Niklas Tauer,de GER,DFMF,Mainz 05,de Bundesliga,21-320,2001,3,0,93,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.07,0.00,0.07,0.07,0.07,27270af4
2165,Nuno Tavares,pt POR,DF,Marseille,fr Ligue 1,22-342,2000,16,12,1216,13.5,5,0,5,0,0,4,1,0.37,0.00,0.37,0.37,0.37,2.4,2.4,1.6,4.0,0.18,0.12,0.30,0.18,0.30,a65c844b
2166,Marcus Tavernier,eng ENG,MFFW,Bournemouth,eng Premier League,23-287,1999,15,15,1283,14.3,2,4,2,0,0,1,0,0.14,0.28,0.42,0.14,0.42,1.7,1.7,2.2,3.8,0.12,0.15,0.27,0.12,0.27,5c0da4a4
2167,Enzo Tchato,cm CMR,DF,Montpellier,fr Ligue 1,20-041,2002,12,7,692,7.7,1,1,1,0,0,0,0,0.13,0.13,0.26,0.13,0.26,0.3,0.3,1.0,1.3,0.04,0.13,0.17,0.04,0.17,7f783431
2168,Aurélien Tchouaméni,fr FRA,MF,Real Madrid,es La Liga,22-341,2000,13,11,904,10.0,0,2,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,0.6,0.6,1.1,1.7,0.06,0.11,0.17,0.06,0.17,4f255115
2169,Mathys Tel,fr FRA,FW,Bayern Munich,de Bundesliga,17-251,2005,7,1,168,1.9,3,0,3,0,0,0,0,1.61,0.00,1.61,1.61,1.61,1.0,1.0,0.1,1.1,0.53,0.08,0.61,0.53,0.61,829aa60c
2170,Alex Telles,br BRA,DF,Sevilla,es La Liga,30-019,1992,13,7,753,8.4,0,2,0,0,0,4,0,0.00,0.24,0.24,0.00,0.24,0.1,0.1,0.9,1.0,0.02,0.11,0.12,0.02,0.12,e73c9bb2
2171,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,30-248,1992,15,15,1350,15.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,6f51e382
2172,Simon Terodde,de GER,FW,Schalke 04,de Bundesliga,34-307,1988,15,13,1052,11.7,3,0,3,0,1,3,0,0.26,0.00,0.26,0.26,0.26,3.8,3.0,1.1,4.1,0.32,0.09,0.42,0.26,0.35,863ff1ee
2173,Filippo Terracciano,it ITA,DFMF,Hellas Verona,it Serie A,19-329,2003,8,4,461,5.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.7,0.8,0.02,0.14,0.16,0.02,0.16,5cbb5ad6
2174,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,32-301,1990,12,12,1080,12.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,e1b0a70d
2175,Ramón Terrats,es ESP,MF,Girona,es La Liga,22-077,2000,6,1,141,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.09,0.03,0.12,0.09,0.12,f36016a5
2176,Martin Terrier,fr FRA,FWMF,Rennes,fr Ligue 1,25-305,1997,16,16,1319,14.7,9,4,9,0,0,0,0,0.61,0.27,0.89,0.61,0.89,5.5,5.5,3.4,8.9,0.38,0.23,0.61,0.38,0.61,5148dcc5
2177,Aleksa Terzić,rs SRB,DF,Fiorentina,it Serie A,23-139,1999,8,2,262,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.03,0.12,0.14,0.03,0.14,3ef0a2d7
2178,Tetê,br BRA,FWMF,Lyon,fr Ligue 1,22-322,2000,15,13,1026,11.4,6,2,6,0,0,2,0,0.53,0.18,0.70,0.53,0.70,4.2,4.2,1.3,5.4,0.37,0.11,0.48,0.37,0.48,7120a04d
2179,Kenny Tete,nl NED,DF,Fulham,eng Premier League,27-086,1995,11,10,888,9.9,0,4,0,0,0,5,0,0.00,0.41,0.41,0.00,0.41,0.2,0.2,0.7,1.0,0.02,0.07,0.10,0.02,0.10,77d7c96f
2180,Arthur Theate,be BEL,DF,Rennes,fr Ligue 1,22-223,2000,17,17,1530,17.0,2,0,2,0,0,2,0,0.12,0.00,0.12,0.12,0.12,2.3,2.3,0.3,2.7,0.14,0.02,0.16,0.14,0.16,df8d6029
2181,Malick Thiaw,de GER,DF,Milan,it Serie A,21-148,2001,4,2,123,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.01,0.06,0.05,0.06,ff5ea0bf
2182,Malick Thiaw,de GER,DF,Schalke 04,de Bundesliga,21-148,2001,3,3,270,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.08,0.00,0.08,0.08,0.08,ff5ea0bf
2183,Jan Thielmann,de GER,FW,Köln,de Bundesliga,20-222,2002,10,5,489,5.4,1,1,1,0,0,2,0,0.18,0.18,0.37,0.18,0.37,0.5,0.5,0.1,0.6,0.10,0.02,0.12,0.10,0.12,fd53759d
2184,Sada Thioub,sn SEN,FWMF,Angers,fr Ligue 1,27-216,1995,15,4,444,4.9,0,1,0,0,0,2,0,0.00,0.20,0.20,0.00,0.20,0.6,0.6,1.1,1.7,0.11,0.23,0.34,0.11,0.34,f4bc42b1
2185,Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,21-207,2001,6,5,453,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.05,0.05,0.00,0.05,fc027d02
2186,Adrien Thomasson,fr FRA,MF,Strasbourg,fr Ligue 1,29-024,1993,15,10,937,10.4,0,2,0,0,0,2,0,0.00,0.19,0.19,0.00,0.19,1.5,1.5,2.0,3.5,0.15,0.19,0.33,0.15,0.33,c76b7567
2187,Morten Thorsby,no NOR,MF,Union Berlin,de Bundesliga,26-243,1996,11,4,433,4.8,1,0,1,0,0,1,0,0.21,0.00,0.21,0.21,0.21,0.5,0.5,0.0,0.5,0.11,0.01,0.11,0.11,0.11,d1b49282
2188,Kristian Thorstvedt,no NOR,MF,Sassuolo,it Serie A,23-296,1999,15,10,794,8.8,1,1,1,0,0,3,0,0.11,0.11,0.23,0.11,0.23,1.6,1.6,0.7,2.4,0.19,0.08,0.27,0.19,0.27,76ff8d0d
2189,Marcus Thuram,fr FRA,FW,M'Gladbach,de Bundesliga,25-150,1997,15,15,1349,15.0,10,3,10,0,0,2,0,0.67,0.20,0.87,0.67,0.87,9.4,9.4,1.8,11.3,0.63,0.12,0.75,0.63,0.75,6f8cd6d0
2190,Khéphren Thuram-Ulie,fr FRA,MF,Nice,fr Ligue 1,21-283,2001,17,12,1086,12.1,0,2,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,0.6,0.6,2.0,2.6,0.05,0.16,0.21,0.05,0.21,7d9397f8
2191,Youri Tielemans,be BEL,MF,Leicester City,eng Premier League,25-241,1997,17,15,1287,14.3,3,1,2,1,2,1,0,0.21,0.07,0.28,0.14,0.21,2.0,0.4,2.5,2.9,0.14,0.17,0.31,0.03,0.20,56f7a928
2192,Kieran Tierney,sct SCO,DF,Arsenal,eng Premier League,25-212,1997,14,4,457,5.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.4,0.05,0.03,0.08,0.05,0.08,fce2302c
2193,Steffen Tigges,de GER,FW,Köln,de Bundesliga,24-156,1998,12,9,720,8.0,3,0,3,0,0,0,0,0.37,0.00,0.37,0.37,0.37,1.7,1.7,0.7,2.4,0.21,0.09,0.30,0.21,0.30,6b8887c2
2194,Jean-Clair Todibo,fr FRA,DF,Nice,fr Ligue 1,23-004,1999,15,15,1251,13.9,0,0,0,0,0,4,2,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.01,0.01,0.01,88f130ed
2195,Harry Toffolo,eng ENG,DF,Nott'ham Forest,eng Premier League,27-137,1995,9,6,606,6.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,0.9,0.02,0.10,0.13,0.02,0.13,a105d46a
2196,Karl Toko Ekambi,cm CMR,FWMF,Lyon,fr Ligue 1,30-111,1992,17,13,1206,13.4,4,2,4,0,0,1,0,0.30,0.15,0.45,0.30,0.45,3.9,3.9,2.8,6.8,0.29,0.21,0.51,0.29,0.51,5ceba7fc
2197,Corentin Tolisso,fr FRA,MF,Lyon,fr Ligue 1,28-153,1994,11,8,595,6.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.6,1.8,0.03,0.25,0.28,0.03,0.28,652d4c37
2198,Jeremy Toljan,de GER,DF,Sassuolo,it Serie A,28-148,1994,15,14,1319,14.7,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.4,0.4,1.7,2.1,0.03,0.11,0.14,0.03,0.14,a96e5dc0
2199,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,32-085,1990,10,10,854,9.5,1,0,1,0,0,3,0,0.11,0.00,0.11,0.11,0.11,1.6,1.6,0.5,2.1,0.17,0.06,0.23,0.17,0.23,c56dc39e
2200,Tiago Tomás,pt POR,FWMF,Stuttgart,de Bundesliga,20-201,2002,13,9,723,8.0,2,2,2,0,0,1,0,0.25,0.25,0.50,0.25,0.50,1.6,1.6,2.1,3.7,0.20,0.26,0.46,0.20,0.46,b492126a
2201,Takehiro Tomiyasu,jp JPN,DF,Arsenal,eng Premier League,24-059,1998,12,4,441,4.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.02,0.03,0.02,0.03,b3af9be1
2202,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,33-280,1989,2,1,104,1.2,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,e7ca0439
2203,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,25-015,1997,15,14,1284,14.3,1,0,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07,0.9,0.9,0.1,1.0,0.06,0.01,0.07,0.06,0.07,7edfbb8a
2204,Sandro Tonali,it ITA,MF,Milan,it Serie A,22-240,2000,13,11,1025,11.4,1,2,1,0,0,4,0,0.09,0.18,0.26,0.09,0.26,1.5,1.5,2.2,3.7,0.13,0.19,0.32,0.13,0.32,0db169ae
2205,Ivan Toney,eng ENG,FW,Brentford,eng Premier League,26-293,1996,16,16,1439,16.0,12,3,9,3,3,6,0,0.75,0.19,0.94,0.56,0.75,9.6,7.2,2.5,9.7,0.60,0.15,0.75,0.45,0.60,e09f279b
2206,Pablo Torre,es ESP,FW,Barcelona,es La Liga,19-275,2003,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,04e531b6
2207,Ferrán Torres,es ESP,FW,Barcelona,es La Liga,22-308,2000,14,6,598,6.6,2,0,2,0,0,4,0,0.30,0.00,0.30,0.30,0.30,3.5,3.5,1.6,5.1,0.53,0.25,0.78,0.53,0.78,9e1035f8
2208,Óliver Torres,es ESP,MFFW,Sevilla,es La Liga,28-054,1994,13,13,939,10.4,3,0,3,0,0,1,0,0.29,0.00,0.29,0.29,0.29,1.2,1.2,0.9,2.1,0.12,0.08,0.20,0.12,0.20,58a9a4d9
2209,Pau Torres,es ESP,DF,Villarreal,es La Liga,25-352,1997,14,14,1260,14.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,1.0,0.04,0.04,0.07,0.04,0.07,532e1e4f
2210,Roberto Torres,es ESP,FWMF,Osasuna,es La Liga,33-302,1989,2,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,2.13,2.13,0.00,2.13,d733aa38
2211,Lucas Torró,es ESP,MF,Osasuna,es La Liga,28-168,1994,15,15,1187,13.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.04,0.01,0.05,0.04,0.05,0e4fef6e
2212,Nabil Touaizi,ma MAR,MF,Espanyol,es La Liga,21-336,2001,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,e96b2583
2213,Almamy Touré,ml MLI,DF,Eint Frankfurt,de Bundesliga,26-250,1996,3,2,163,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,c8c60119
2214,Birama Touré,ml MLI,MF,Auxerre,fr Ligue 1,30-211,1992,17,17,1513,16.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.7,0.04,0.01,0.04,0.04,0.04,a4b798a9
2215,Souleymane Touré,fr FRA,DF,Marseille,fr Ligue 1,19-281,2003,5,0,68,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,01fd01e8
2216,Lucas Tousart,fr FRA,MF,Hertha BSC,de Bundesliga,25-249,1997,14,14,1245,13.8,2,0,2,0,0,0,0,0.14,0.00,0.14,0.14,0.14,1.2,1.2,0.3,1.5,0.09,0.02,0.11,0.09,0.11,71ec39ef
2217,Yoann Touzghar,tn TUN,FW,Ajaccio,fr Ligue 1,36-036,1986,8,5,390,4.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.06,0.01,0.06,0.06,0.06,4e47507a
2218,Adama Traoré,es ESP,FWMF,Wolves,eng Premier League,26-343,1996,14,6,698,7.8,1,0,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,0.6,0.6,1.0,1.6,0.08,0.13,0.21,0.08,0.21,9a28eba4
2219,Boubacar Traoré,ml MLI,MF,Wolves,eng Premier League,21-136,2001,8,4,384,4.3,0,1,0,0,0,2,0,0.00,0.23,0.23,0.00,0.23,0.1,0.1,0.2,0.2,0.02,0.04,0.06,0.02,0.06,999ceb5f
2220,Charles Traore,ml MLI,DF,Nantes,fr Ligue 1,31-002,1992,2,1,93,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,de488e56
2221,Hamari Traoré,ml MLI,DF,Rennes,fr Ligue 1,30-341,1992,16,15,1363,15.1,0,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,0.7,0.7,0.9,1.6,0.05,0.06,0.11,0.05,0.11,a4b1028a
2222,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,32-179,1990,15,15,1350,15.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,ce17b5eb
